"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000126705.15",2.41363803401254,-0.00132300377944361,1.16189172612596,-0.00113866356881191,0.999091478114821,NA
"ENSG00000009780.16",11.6161813648384,-0.784318210978551,0.58558047751129,-1.33938585915961,0.180445090491709,0.710596527418888
"ENSG00000117751.18",1.84092121224281,-1.00028825268563,1.4541406743256,-0.687889604043669,0.491522303707238,NA
"ENSG00000158161.16",11.903332765146,-1.51617378702705,0.698752995828749,-2.1698279593475,0.0300198814436586,0.347222590100784
"ENSG00000228589.3",1.68340784597925,0.409386556432867,1.26162873566057,0.324490513620489,0.745566703103099,NA
"ENSG00000126698.11",31.9529336471725,0.0410304075378095,0.319968119969224,0.128232798760564,0.897964744671061,0.982621423581558
"ENSG00000180098.9",15.1527966911086,0.03714461020561,0.492298043664431,0.0754514682388809,0.939855510144346,0.988690524150151
"ENSG00000120656.14",1.92523519412534,0.389454424974,1.30856240507142,0.297620062646339,0.765993160344028,NA
"ENSG00000198492.16",14.0793967845844,-0.491018954905914,0.514251401016733,-0.954822784994099,0.339667322873249,0.834933009385419
"ENSG00000159023.23",0.525307311883124,-0.849303471165548,2.00911735963981,-0.42272466916408,0.672496154732022,NA
"ENSG00000116350.18",31.7361836535023,-0.0936949954402035,0.372558159059107,-0.251490923395234,0.80143457882798,0.973991265168353
"ENSG00000134644.16",78.1050185324151,-0.116006054101887,0.335519495114507,-0.345750562310236,0.729530181756929,0.967488361952053
"ENSG00000121766.16",1.65384969897977,0.696307904326347,1.38724910656934,0.501934296464112,0.61571373928171,NA
"ENSG00000184007.22",33.8267944270491,0.387496475612345,0.398322576535474,0.972820769996791,0.330642388014899,0.831628829289722
"ENSG00000121774.18",17.1917795697872,0.493762467627852,0.469216970680621,1.05231161377566,0.292656605015355,0.806375731335651
"ENSG00000084623.12",157.456231648878,0.453109975653131,0.228151880119248,1.98600149784567,0.0470331575956101,0.431361245376881
"ENSG00000116478.12",16.3943030406304,-0.623570944788755,0.486866786623206,-1.2807834954479,0.200269722740204,0.73610588930846
"ENSG00000175130.7",20.3885655719136,0.510711769392839,1.00951544074498,0.505897927639377,0.612928307210671,0.936077701785148
"ENSG00000160058.19",2.26106324227748,0.525991666942048,1.10618918066681,0.47549883522182,0.634431463253707,NA
"ENSG00000162521.19",30.3769663501382,0.233459690609903,0.370758678905059,0.629680986293743,0.528903325010204,0.887341292656493
"ENSG00000116514.17",18.1792998262965,-0.939187368816753,0.548778534707125,-1.71141418517396,0.0870046804065917,0.562318840480187
"ENSG00000160094.15",4.27368891286942,-0.527383633839655,0.862836710665797,-0.611220671675764,0.541053499983559,NA
"ENSG00000134686.21",21.1893825234669,-0.0391774513747102,0.420581699835151,-0.0931506325407548,0.925783893311766,0.98294364857688
"ENSG00000116560.12",36.6711674911854,0.128045025761524,0.405933806730286,0.315433264336617,0.752432713689669,0.973914923767677
"ENSG00000146463.12",2.40835404844146,1.39063450067858,1.28583022560582,1.0815070862278,0.279471610264057,NA
"ENSG00000020129.16",1.81226733761271,0.773792641361713,1.25128689343105,0.618397463782235,0.536313369237062,NA
"ENSG00000126067.12",241.774962449533,0.350108902724748,0.233294215987975,1.50071831503441,0.133428433887387,0.676823789023033
"ENSG00000092847.14",1.62568775045396,-0.724036922067973,1.50795264798107,-0.480145661760237,0.631123821665739,NA
"ENSG00000126070.20",0.774541163716706,0.150326856681126,1.90269612824085,0.0790072857404253,0.937026827998372,NA
"ENSG00000116871.16",0.714294479906284,-0.01263350967337,1.79699343218732,-0.00703035940314618,0.994390630983441,NA
"ENSG00000054118.15",40.5033285199795,0.290943725546352,0.341197053827992,0.852714647685751,0.393817565975501,0.840206158993045
"ENSG00000196182.11",0.509257585546173,-0.608251135864866,1.99534146768402,-0.304835611205363,0.760491357712743,NA
"ENSG00000237749.4",1.34772966927309,-0.296041152569182,1.32971638032233,-0.222634809159393,0.823819742512719,NA
"ENSG00000188786.10",1.96871489592897,-0.195562106964346,1.21118383698532,-0.161463603618678,0.871728275294707,NA
"ENSG00000183431.12",25.9135160034879,-0.22315790693253,0.462336748419725,-0.482673955066924,0.629327258955806,0.946915061825728
"ENSG00000174574.16",78.1050336896685,-0.390653222205615,0.280536445969887,-1.39252217605818,0.163764331112787,0.701527235480946
"ENSG00000127603.32",12.1800643560955,0.301140322096614,0.670533056397533,0.449105855741853,0.653355296441695,0.954097003974451
"ENSG00000090621.15",1.68268726606626,1.76646834861547,1.27459601528578,1.38590449635087,0.16577606767139,NA
"ENSG00000131236.18",6.67113201379021,-0.178758869387495,0.726771634958096,-0.245962914331132,0.80571094078844,NA
"ENSG00000117000.9",6.85124993278285,0.0494459129395364,0.656025955681192,0.0753718850776165,0.939918828021905,NA
"ENSG00000084070.12",7.69848194405155,0.787852400184902,0.741642879795866,1.06230696963174,0.288096351398483,NA
"ENSG00000066136.21",2.40055056591532,-0.01600285022296,1.03514730427315,-0.0154594907960436,0.987665602289576,NA
"ENSG00000198815.9",28.1978916454908,-0.425460640060487,0.41655247861419,-1.02138544818154,0.307071856943624,0.811961641843678
"ENSG00000171960.12",3.04473714062639,-0.135957059592749,0.982803233810545,-0.138335991290559,0.889974882009705,NA
"ENSG00000065978.19",402.001147570889,0.247285581044245,0.19615532134511,1.26066210872341,0.207430611222501,0.748797162424638
"ENSG00000225099.1",1.52113718621249,-0.218566439330282,1.31465792663219,-0.166253467843298,0.867957483620258,NA
"ENSG00000117408.11",1.37241965523969,-0.118377577239681,1.50368814410105,-0.0787248191748234,0.937251503895978,NA
"ENSG00000117419.16",14.6184340940012,0.231434154374956,0.568113206340246,0.407373304813388,0.683733830508505,0.956227576232623
"ENSG00000142937.12",84.7192864255965,0.35519082316885,0.262320802789147,1.35403223607223,0.175726093452891,0.708256030894983
"ENSG00000126107.15",0.346674284586342,-0.461571001461283,2.70871084697615,-0.170402463583942,0.864693634818125,NA
"ENSG00000126088.14",9.91270313004419,-0.951858874273467,0.631698375587392,-1.50682495168421,0.13185553207789,NA
"ENSG00000132773.12",6.53247937255764,0.956428602762254,0.722595408292989,1.32360182722674,0.18563531801363,NA
"ENSG00000117450.15",4.94890699974243,0.238424410595175,0.869246716981461,0.274288537347746,0.783862892719464,NA
"ENSG00000132780.17",4.78568689120294,0.344074120325184,0.928885642896475,0.370416017252978,0.711072541206305,NA
"ENSG00000159592.11",2.7871325935543,-0.898138672067477,1.11590132139472,-0.804854922964813,0.420903403263157,NA
"ENSG00000085998.15",2.16145760139725,-0.105098797596459,1.1344405226578,-0.0926437265747789,0.926186604322073,NA
"ENSG00000132128.18",10.5918381142582,0.0796458095485618,0.602641410177491,0.132161196033814,0.894856792913496,0.982621423581558
"ENSG00000162368.15",78.0374485819027,-0.120454884504357,0.257747427167901,-0.467336903525677,0.640258857550938,0.951495802193756
"ENSG00000186564.6",0.671920759028789,0.314377287887418,2.19862797525216,0.14298794130979,0.886299704770751,NA
"ENSG00000132122.12",7.94593599437463,0.226055398558039,0.667881498632684,0.338466328264564,0.73501179746054,NA
"ENSG00000162373.13",1.10452338926811,2.54939599372901,1.67018405068652,1.52641620106544,0.126906245408149,NA
"ENSG00000225671.2",28.4835072280816,0.366893155127599,0.410474303389613,0.893827340951357,0.371414278192655,0.840206158993045
"ENSG00000185104.21",6.97391206952003,0.691903011914716,0.675111813980519,1.02487172878104,0.305423715831875,NA
"ENSG00000123080.12",8.41646572826814,-0.990742133134741,0.727573996428323,-1.361706352891,0.173290575557793,NA
"ENSG00000123091.5",10.9818697102172,-2.95881400046514,0.868682037031703,-3.40609552670784,0.000658991167838344,0.0980080768777193
"ENSG00000085832.18",3.45712531354889,-0.459199518022499,1.03608526014254,-0.443206303272112,0.657616520078132,NA
"ENSG00000117859.19",17.236985908067,0.254035549723247,0.61971266887898,0.409924732025861,0.681861162221914,0.956227576232623
"ENSG00000078618.23",0.397462290488117,0.349362759529614,2.30736629351946,0.15141191951657,0.879650787449027,NA
"ENSG00000134717.18",0.582043245061614,-0.647588220666986,1.89752998385434,-0.341279571957845,0.732893124985705,NA
"ENSG00000134744.14",6.15019008437003,-0.408514976412787,0.751645104702109,-0.543494494751867,0.586789380308048,NA
"ENSG00000162384.14",0.535801777808914,-1.64723581051582,1.96741081697995,-0.837260726788314,0.402446029553021,NA
"ENSG00000162385.11",6.69775809148961,-0.381258699628008,0.658209856598413,-0.579235779905102,0.562430091357074,NA
"ENSG00000116209.12",1.01237536825477,0.620793412838243,1.45816339686141,0.425736521829072,0.670299846375678,NA
"ENSG00000157216.17",8.55007600447334,-0.0586910965484369,0.647378441435162,-0.0906596401609014,0.927763040999232,NA
"ENSG00000162402.15",5.44566317819034,-0.12186789684439,0.765010486698576,-0.159302256587769,0.873430742963325,NA
"ENSG00000177606.9",4.02332042282104,-0.271050631993928,1.05276372023989,-0.257465779626377,0.796819228959073,NA
"ENSG00000162599.18",2.31179219909813,0.788988707240649,1.20120386755197,0.656831640784333,0.511289176851748,NA
"ENSG00000162604.13",0.646058402833392,0.932752479709085,2.26119180514456,0.412504802815458,0.679969461152884,NA
"ENSG00000203965.13",0.882380265720011,0.762834677502699,1.69042887273684,0.451266947580973,0.651797163660651,NA
"ENSG00000162434.14",11.8983231348887,-0.44210751007107,0.576254322319987,-0.767209013359161,0.442957254779799,0.858020932345258
"ENSG00000184588.18",1.14489310242351,-0.956642416735535,1.65143507339766,-0.57927945951114,0.562400622905161,NA
"ENSG00000198160.15",38.8174281235345,0.12173844199084,0.350396638376923,0.347430393609785,0.72826800295481,0.967488361952053
"ENSG00000116704.8",3.20079176170499,-0.746569863519269,0.962255555272697,-0.775854043583771,0.437835169934081,NA
"ENSG00000142864.15",428.010639197799,0.285149620086573,0.199758275803514,1.42747337470539,0.153443494370061,0.680951418871706
"ENSG00000116754.14",63.2311452818914,0.247857207567447,0.260925179800497,0.949916783642567,0.342154538026845,0.83801822431868
"ENSG00000132485.14",19.4216845277948,-0.0179338349187834,0.431051349578254,-0.0416048689705533,0.966813691727275,0.991524584806567
"ENSG00000036549.13",1.08436734029204,0.0652197598586914,1.52603703723894,0.0427379927663443,0.965910393376897,NA
"ENSG00000219201.4",9.37979862830898,0.0384952940132857,0.622765516599783,0.0618134642769961,0.950711381050367,NA
"ENSG00000162613.18",6.79188557082769,0.11580507118798,0.669223268719395,0.173043999814263,0.862616842425737,NA
"ENSG00000162616.9",0.90406258091423,0.00462619793437558,1.69606503623569,0.00272760645113181,0.997823687623264,NA
"ENSG00000117133.11",17.1377798670769,0.453507062819691,0.458818872485338,0.98842286142923,0.322945595721913,0.831531026425817
"ENSG00000142867.14",28.9269166271299,-0.115934356571161,0.380657558736392,-0.304563390139971,0.760698706477277,0.973991265168353
"ENSG00000097033.15",55.7904182779519,-0.570046472505567,0.296001165974892,-1.92582509135765,0.0541262173339366,0.469581507140369
"ENSG00000153936.18",2.76019666373468,0.39478116491464,1.01964271262874,0.387175978433517,0.698625932439333,NA
"ENSG00000143013.13",9.33953036381189,0.312892487602877,0.628466532710012,0.497866586870828,0.618578079381523,NA
"ENSG00000065243.20",0.851032999461652,-0.630005904831451,1.70268509734276,-0.370007293664959,0.711377055920995,NA
"ENSG00000137947.12",2.02552952437977,-0.403607467128746,1.1932922313919,-0.338230197525014,0.735189721106784,NA
"ENSG00000213516.10",1.28370160043187,-0.453380887495907,1.54299333548186,-0.293832045200844,0.768886246866452,NA
"ENSG00000117226.12",17.144865516149,1.55321260075652,0.656180644429232,2.36705031448704,0.0179304950078914,0.328647501509254
"ENSG00000234518.2",1.61241717460119,1.59105195332004,1.24716084415525,1.27573918053668,0.202047733421165,NA
"ENSG00000162664.17",38.724336149171,0.0322478318039476,0.327317470142126,0.0985215723130972,0.921518143059584,0.982621423581558
"ENSG00000122482.22",11.3863635151482,-0.893216851448907,0.602227531268365,-1.48318833841369,0.138024378665063,0.67897772797526
"ENSG00000230667.7",12.3839618000674,0.550518519110826,0.556767063635708,0.98877709380997,0.322772213795224,0.831531026425817
"ENSG00000122406.14",28.9172060554096,1.20485245532302,0.524223260912645,2.29835748460578,0.0215414511853408,0.347222590100784
"ENSG00000154511.12",1.89276545310705,-0.312335615237081,1.37995519268794,-0.226337504936447,0.820938930422147,NA
"ENSG00000143033.18",16.0082465183988,0.591243979883247,0.486133567033633,1.21621714684504,0.223902213504546,0.756553795104835
"ENSG00000117500.13",4.45790311635438,-0.845100752511982,0.811965684689181,-1.04080845834696,0.297964453657368,NA
"ENSG00000117505.13",0.655880143802298,-1.19987259482778,1.88717764641998,-0.635802674487993,0.524905044059987,NA
"ENSG00000234422.1",2.28387281649425,-1.93219714017451,1.4472143740227,-1.33511466915834,0.181838819074157,NA
"ENSG00000117569.20",1.87539883355063,-0.504038058497679,1.27720659106385,-0.394640978228777,0.693107866836562,NA
"ENSG00000156875.14",4.10215217413317,-0.86460898609583,0.891213630544372,-0.970147848353384,0.331972801615464,NA
"ENSG00000234332.1",6.04183885609657,0.0427739096603535,0.70919131425485,0.0603136400581784,0.95190583852845,NA
"ENSG00000162695.12",5.26720865479062,0.250250999497416,0.814600459347527,0.307207044417652,0.758685783956561,NA
"ENSG00000117543.22",3.40282350278125,1.02579783783997,0.999747035239239,1.02605739420322,0.304864531427917,NA
"ENSG00000232952.1",0.475019886015263,-1.82749310113354,2.27082488246296,-0.80477059910997,0.420952070772963,NA
"ENSG00000198890.9",2.87752171126455,2.5820489485969,1.1971749896552,2.15678490689199,0.0310224276625843,NA
"ENSG00000162636.16",0.962413660744336,0.211380736437143,1.58443579836669,0.133410729961444,0.893868559982248,NA
"ENSG00000134186.12",7.64001200895118,0.55159567210558,0.69714045923435,0.791226021670558,0.42881210921774,NA
"ENSG00000085433.17",1.02915983199823,-0.265461780127805,1.51864761565024,-0.174801433454424,0.861235661947141,NA
"ENSG00000228054.2",2.8459054368493,1.73424130057425,1.14235872624899,1.51812321359749,0.128983340164393,NA
"ENSG00000215717.7",2.79154839885413,-1.03794618012352,1.05892633682857,-0.980187331285117,0.326993656865374,NA
"ENSG00000031698.13",4.93928028016395,0.147055593340662,0.739083957879701,0.19897007880206,0.84228615026346,NA
"ENSG00000143106.13",147.812153075441,0.286294678737319,0.257426291733623,1.11214234105337,0.266076954238514,0.78358442486755
"ENSG00000162650.17",1.29379213543796,0.649062956853826,1.48072305001314,0.438341901173259,0.661138455794817,NA
"ENSG00000174151.15",0.795156605443951,-0.274536111543702,1.98924534207397,-0.138010181920282,0.890232370545689,NA
"ENSG00000065135.12",2.89961041320104,0.90401776721687,1.03746976412068,0.871367820519651,0.383553350348199,NA
"ENSG00000116337.20",1.22915573083367,-1.12218258354071,1.76848590747631,-0.634544261165246,0.525725690917265,NA
"ENSG00000168710.18",18.9945747919866,-0.455648804826017,0.52769718586559,-0.863466429290521,0.387881069367909,0.840206158993045
"ENSG00000143093.15",6.89901844458166,0.172609254606954,0.670911072308518,0.257275906944013,0.79696579007649,NA
"ENSG00000162775.17",1.86062468581909,-1.11254123136918,1.24455261977262,-0.893928640455911,0.371360072754602,NA
"ENSG00000224699.12",3.22630274794028,2.51530887616861,2.70839305633727,0.928708951709624,0.353039940338165,NA
"ENSG00000177272.10",3.87104741362579,-1.34225345443394,0.92425931972571,-1.45224768177862,0.146432748949393,NA
"ENSG00000134255.16",2.27285374295693,-0.198576262763515,1.31565559731726,-0.150933316567368,0.880028318717408,NA
"ENSG00000116473.15",124.069464363925,-0.279431751653766,0.224151531128484,-1.24661986579782,0.212536914021145,0.750305245573458
"ENSG00000064703.13",1.34484244143923,-0.174524953435404,1.32836045360134,-0.131383731698912,0.895471757327659,NA
"ENSG00000007341.19",0.912154855663813,0.395555804268982,1.68740535145917,0.234416587530038,0.81466158237363,NA
"ENSG00000116489.13",25.5873904261126,-0.117976238873988,0.385292966514621,-0.306198786708221,0.75945329613718,0.973991265168353
"ENSG00000155363.19",1.06093266533928,-0.522432473567835,1.48417706160781,-0.352001447187091,0.724837177151607,NA
"ENSG00000232499.2",22.5411376042364,0.304244265533537,0.383837756797948,0.792637670852405,0.427988954212856,0.856004072900244
"ENSG00000116793.16",0.404275894754418,0.287979359505788,2.37721741964681,0.121141363480574,0.903579067091399,NA
"ENSG00000081019.14",8.06003385251583,-0.861635683979261,0.697373915399794,-1.23554332181366,0.216628363757135,NA
"ENSG00000163349.22",19.8887841284208,-0.165155992972679,0.488942712875548,-0.337781888600754,0.735527559331302,0.968964486506215
"ENSG00000197323.12",7.63413921624552,-0.207797726061576,0.678307491980651,-0.306347384509654,0.759340164691135,NA
"ENSG00000116752.6",8.94071216028282,0.17274276003914,0.602454954323072,0.286731412530646,0.774317983316707,NA
"ENSG00000213281.5",6.70373819189829,-0.00583234603872581,0.694320745040815,-0.00840007457703567,0.993297789004884,NA
"ENSG00000009307.17",92.5701868097941,-0.21737835852674,0.293788687890101,-0.739913984053926,0.459352188623171,0.863335737335547
"ENSG00000214204.4",9.43271801260271,0.509530300077222,0.646333592985457,0.788339497756365,0.430498150076272,NA
"ENSG00000183508.5",1.09497215965219,-1.46932064132398,1.58165588469085,-0.928976179677142,0.352901431173256,NA
"ENSG00000196505.11",0.899966306455481,-1.1656806745708,1.61540001290758,-0.721604967968692,0.470537383898805,NA
"ENSG00000265808.4",42.6444393502692,-0.0619742294647977,0.321509534715052,-0.192760160347109,0.847146805709606,0.982621423581558
"ENSG00000265491.5",8.92907938305826,-0.568654240896528,0.576800562920054,-0.985876709304365,0.324193617275087,NA
"ENSG00000226015.2",0.556230975560857,-0.350069474412712,1.91065739716245,-0.183219385606549,0.854625884313676,NA
"ENSG00000116128.12",0.952725694356693,2.25785511757112,1.71768039083144,1.31447918345171,0.188684998831415,NA
"ENSG00000183598.4",7.16621747046761,0.454856078838587,0.764310863663404,0.595119211911269,0.551763787419461,NA
"ENSG00000288825.1",9.05778702477342,-0.13518944919269,0.603041804645122,-0.22417923293435,0.822617841976651,NA
"ENSG00000023902.14",5.57306016866025,0.923396715936546,0.832155913205395,1.10964387957023,0.267152514923089,NA
"ENSG00000143401.15",11.1566387549919,-0.1326317479703,0.541779182745228,-0.244807759682177,0.806605285355323,0.973991265168353
"ENSG00000117362.13",14.3146713579223,-1.29443471206382,0.715701543022969,-1.80862361508458,0.0705094971631583,0.521259108074629
"ENSG00000117360.13",4.96804962861766,-0.140949927733199,0.759456403648583,-0.185593178299698,0.852763803553639,NA
"ENSG00000163125.16",3.17600848794121,1.40591374603675,1.13379074780599,1.24001165890385,0.21497108184839,NA
"ENSG00000143420.19",8.3750116224169,-0.393473290977219,0.721010262792467,-0.545724951893611,0.585255017498702,NA
"ENSG00000143418.20",0.954581477880477,-0.138760541257981,1.70549528533899,-0.0813608471690381,0.935154985276821,NA
"ENSG00000197622.13",2.29345024203346,1.73449418274109,1.28675539552076,1.34795951800857,0.177671403315371,NA
"ENSG00000143393.17",9.67999975354911,-1.60765737749508,0.755933951727372,-2.12671672415486,0.0334436270883507,NA
"ENSG00000159377.11",3.78475615127485,1.70125505814233,0.96967278628078,1.75446303352243,0.0793511987488962,NA
"ENSG00000143442.24",0.841387858341918,0.352639739735658,1.5754108109337,0.223839862776273,0.822881910843245,NA
"ENSG00000143376.14",8.63385666434913,0.33029552500258,0.618188197551934,0.534296070857665,0.593136710208374,NA
"ENSG00000197747.9",250.456173553734,0.0849203995256698,0.689009523038175,0.123249964893395,0.901909160878555,0.982621423581558
"ENSG00000197956.10",584.046402214746,-0.341260607689157,0.276185230993283,-1.23562221796522,0.216599022086627,0.750305245573458
"ENSG00000160679.14",41.768436560207,-0.0341186739702573,0.323220757551307,-0.105558424615849,0.915932712738014,0.982621423581558
"ENSG00000143614.11",6.90013816649365,0.449149205542077,0.691776060769061,0.649269656777006,0.516164094913696,NA
"ENSG00000160741.17",23.8141523036346,-0.167368946154419,0.366892896972509,-0.45617930337572,0.648261047010291,0.953367028878192
"ENSG00000177954.14",2114.78443115861,0.346958314522677,0.249674069691484,1.38964496774296,0.164636713622735,0.701527235480946
"ENSG00000143549.22",12.7269806678911,0.426604334215286,0.516284518453727,0.826296971857623,0.408635650837096,0.847605952257298
"ENSG00000143569.20",183.18724736188,0.202114249937657,0.230417927703513,0.87716373440232,0.380397710881712,0.840206158993045
"ENSG00000143515.20",2.10861355250462,-0.835114150516157,1.29935005627949,-0.642716830988096,0.520407857779509,NA
"ENSG00000160714.10",76.1573428067372,-0.0736595938303628,0.280335989511326,-0.262754682189626,0.792739666819333,0.973991265168353
"ENSG00000163348.4",3.37202014023882,0.454296829013627,0.914629983816972,0.49670012688381,0.619400532946672,NA
"ENSG00000160691.19",2.4764009420186,0.330732272130945,1.06034210999763,0.311910909707892,0.755108231101869,NA
"ENSG00000173207.13",7.34160764920141,1.55048884074669,0.797000694953784,1.94540462833172,0.0517262981478858,NA
"ENSG00000173171.15",0.752827716957344,-0.184863952335799,1.70456985081053,-0.108451966487555,0.913637180888354,NA
